Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Warriors: Legends of Troy,PS3,2011,Action,44,7.0,M
La Pucelle: Tactics,PS2,2002,Role-Playing,79,8.5,T
Arcania: Gothic 4,PC,2010,Role-Playing,63,4.4,T
NBA Ballers: Chosen One,X360,2008,Sports,55,4.2,E
Tiger Woods PGA Tour 07,XB,2006,Sports,81,6.8,E
Disney's Meet the Robinsons,Wii,2007,Action,62,6.3,E10+
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,69,7.7,T
The Lord of the Rings: War in the North,PC,2011,Action,66,7.1,M
SBK X: Superbike World Championship,X360,2010,Racing,74,8.3,E10+
Rango: The Video Game,PS3,2011,Action,65,6.4,E10+
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,77,8.5,T
Fairy Fencer F,PS3,2013,Role-Playing,65,7.4,T
Shadows of the Damned,X360,2011,Action,76,8.4,M
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,80,8.9,T
Fight Club,PS2,2004,Fighting,36,4.4,M
Samurai Warriors: State of War,PSP,2005,Action,64,6.4,T
Dragon Blade: Wrath of Fire,Wii,2007,Action,51,7.5,T
The Munchables,Wii,2009,Action,71,8.2,E
Close Combat: First to Fight,XB,2005,Shooter,69,7.8,T
Indiana Jones and the Emperor's Tomb,XB,2003,Action,73,8.6,T
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,72,8.9,T
Ty the Tasmanian Tiger,XB,2002,Platform,68,8.5,E
Heavy Fire: Afghanistan,PS3,2011,Shooter,39,3.3,T
Siren,PS2,2003,Adventure,72,7.8,M
NARC,XB,2005,Shooter,51,2.8,M
Driver: San Francisco,PC,2011,Racing,80,7.0,T
Shape Up,XOne,2014,Misc,58,8.3,E
Amplitude,PS2,2003,Misc,86,8.8,T
Disgaea DS,DS,2008,Role-Playing,82,7.5,T
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,61,7.8,T
AirForce Delta Storm,XB,2001,Shooter,61,7.1,E
Fear Effect 2: Retro Helix,PS,2001,Action,84,8.9,M
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,76,7.7,E10+
Call of Duty: World at War,PC,2008,Shooter,83,7.5,M
CSI: Fatal Conspiracy,PS3,2010,Adventure,39,5.6,M
Vietcong: Purple Haze,PS2,2004,Shooter,48,4.3,M
Syndicate,X360,2012,Shooter,74,7.1,M
Zumba Fitness Rush,X360,2012,Sports,73,6.2,E10+
Call of Juarez,X360,2007,Shooter,71,6.9,M
Ghostbusters: The Video Game,PSP,2009,Action,54,4.7,E10+
Bloody Roar: Primal Fury,GC,2002,Fighting,75,8.5,T
MotoGP,Wii,2009,Racing,44,5.4,E
Mushroom Men: The Spore Wars,Wii,2008,Action,72,8.7,E10+
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,59,7.8,T
LEGO Harry Potter: Years 5-7,PSV,2012,Action,64,6.8,E10+
Corpse Party: Blood Drive,PSV,2014,Adventure,60,7.4,M
The Last Airbender,DS,2010,Action,69,7.0,E10+
MotoGP 14 ,PS4,2014,Racing,73,6.4,E
Alone in the Dark,Wii,2008,Adventure,39,4.4,M
Six Flags Fun Park,DS,2008,Misc,34,7.0,E
Test Drive Off-Road Wide Open,XB,2001,Racing,64,8.3,E
WWE All Stars,PSP,2011,Fighting,70,6.6,T
Bad Boys: Miami Takedown,XB,2004,Shooter,35,5.9,M
Valhalla Knights 3,PSV,2013,Role-Playing,48,6.8,M
Mega Man X: Command Mission,PS2,2004,Role-Playing,69,7.1,E
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,59,8.6,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,65,7.5,E10+
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,65,8.3,T
Senran Kagura: Estival Versus,PSV,2015,Action,71,7.4,M
GRID Autosport,PS3,2014,Racing,75,6.8,E
Half-Minute Hero,PSP,2009,Role-Playing,84,7.8,E10+
Gauntlet: Dark Legacy,GC,2002,Action,60,9.1,T
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,56,7.5,T
Shadow The Hedgehog,XB,2005,Platform,49,5.5,E10+
World of Outlaws: Sprint Cars,X360,2010,Racing,57,8.1,E
Van Helsing,XB,2007,Action,63,7.6,T
Grand Slam Tennis 2,X360,2012,Sports,71,5.1,E
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,51,5.3,E10+
Pure Futbol,X360,2010,Sports,38,7.9,E
Spider-Man: Friend or Foe,PSP,2007,Action,58,4.4,E10+
Gun,GC,2005,Shooter,77,8.6,M
SoulCalibur Legends,Wii,2007,Action,52,5.7,T
Aliens: Colonial Marines,PC,2013,Shooter,45,3.5,M
Tiger Woods PGA Tour 2004,GBA,2003,Sports,75,7.5,E
FIFA Soccer 11,PC,2010,Sports,83,7.7,E
Borderlands,PC,2009,Shooter,81,7.8,M
de Blob 2,Wii,2011,Platform,79,8.1,E10+
Silent Hill 4: The Room,XB,2004,Action,76,8.3,M
Commandos 2: Men of Courage,PS2,2002,Strategy,67,6.8,T
Remember Me,X360,2013,Action,70,7.5,M
Brink,PC,2011,Shooter,70,6.0,T
FIFA Soccer 2002,GC,2001,Sports,81,8.0,E
Disney's Tarzan Untamed,GC,2001,Platform,61,7.4,E
Trinity Universe,PS3,2009,Role-Playing,62,7.2,T
Senran Kagura: Estival Versus,PS4,2015,Action,67,8.0,M
Ball Breakers,PS,2000,Action,68,5.3,E
Splatterhouse,X360,2010,Action,62,7.6,M
EyeToy: Groove,PS2,2003,Misc,73,8.0,E
You Don't Know Jack,PS3,2011,Misc,82,7.3,T
Charlie and the Chocolate Factory,GC,2005,Adventure,39,3.2,E
Armored Core: Last Raven,PS2,2005,Simulation,59,8.9,T
Burnout Legends,DS,2005,Racing,38,6.0,E
College Hoops 2K7,PS3,2007,Sports,81,7.1,E
K-1 World Grand Prix,PS2,2002,Sports,67,9.0,T
Juiced,XB,2005,Racing,68,9.1,T
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,38,3.0,E10+
DiRT Showdown,PS3,2012,Racing,75,6.3,E10+
Sonic Riders: Zero Gravity,PS2,2008,Racing,56,8.3,E
UFC: Sudden Impact,PS2,2004,Fighting,54,7.7,T
Full Auto 2: Battlelines,PS3,2006,Racing,67,7.6,T
College Hoops 2K8,X360,2007,Sports,81,6.9,E
How to Train Your Dragon,PS3,2010,Action,51,7.0,E10+
Dynasty Warriors: Gundam 3,X360,2010,Action,65,7.8,T
NHL 2004,XB,2003,Sports,85,6.5,E
Velvet Assassin,X360,2009,Shooter,56,7.1,M
MindJack,PS3,2011,Shooter,44,1.7,M
NBA Live 16,PS4,2015,Sports,59,6.1,E
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,58,7.8,T
Dead or Alive Paradise,PSP,2010,Misc,38,5.6,M
Dark Souls II,PC,2014,Role-Playing,91,7.1,T
The Suffering: Ties That Bind,PS2,2005,Action,75,8.0,M
EyeToy: Kinetic,PS2,2005,Sports,78,8.3,E
Project Spark,XOne,2014,Misc,73,7.0,E10+
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,54,4.6,T
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,63,7.9,E
Warriors of Might and Magic,PS2,2001,Adventure,49,4.5,T
Rapala Fishing Frenzy 2009,PS3,2008,Sports,31,4.4,E
Ridge Racer,PSV,2011,Racing,44,3.7,E10+
Major League Baseball 2K9,PS3,2009,Sports,61,4.0,E
Smash Court Tennis Pro Tournament,PS2,2002,Sports,73,7.4,E
Race Pro,X360,2009,Racing,72,7.0,E
NBA Inside Drive 2004,XB,2003,Sports,71,8.2,E
Gretzky NHL 2005,PS2,2004,Sports,66,9.1,E
Dungeon Siege III,PC,2011,Role-Playing,72,4.7,T
The Hobbit,GC,2003,Platform,61,7.3,E
Skate it,DS,2008,Sports,72,7.8,E
True Crime: New York City,GC,2005,Action,59,8.8,M
Metal Arms: Glitch in the System,XB,2003,Shooter,82,8.7,T
Toukiden Kiwami,PS4,2015,Action,74,7.6,T
The Secret World,PC,2012,Role-Playing,74,8.2,M
MDK2 Armageddon,PS2,2001,Shooter,80,8.3,T
NHL 2K9,X360,2008,Sports,69,6.7,E10+
Fight Night Round 2,GC,2005,Fighting,87,7.9,T
Disney's Atlantis: The Lost Empire,PS,2001,Platform,73,8.5,E
Stormrise,PS3,2009,Strategy,51,5.3,M
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,84,7.9,M
X-Men: The Official Game,X360,2006,Action,52,6.1,T
SWAT: Global Strike Team,XB,2003,Shooter,69,6.3,M
Hitman: HD Trilogy,X360,2013,Action,69,7.2,M
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,68,8.7,T
World Destruction League: Thunder Tanks,PS2,2000,Action,65,5.9,T
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,71,4.9,M
PlayStation Move Heroes,PS3,2011,Platform,53,6.1,E10+
RoadKill,PS2,2003,Action,71,7.9,M
Looney Tunes: Back in Action,GC,2003,Platform,64,5.0,E
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,56,5.6,T
Top Spin 2,X360,2006,Sports,75,6.8,E
Hunter: The Reckoning Redeemer,XB,2003,Action,72,8.6,M
Captain America: Super Soldier,X360,2011,Action,60,6.4,T
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,81,8.7,M
Thief: Deadly Shadows,XB,2004,Action,82,7.3,M
MotoGP 10/11,PS3,2011,Racing,68,6.1,E
NBA 09: The Inside,PSP,2008,Sports,79,7.4,E
Batman Begins,GBA,2005,Action,61,6.9,E10+
Mercury Meltdown Revolution,Wii,2007,Action,77,7.4,E
Let's TAP,Wii,2008,Misc,70,6.6,E
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,58,6.0,T
Spawn: Armageddon,XB,2003,Action,57,9.2,M
Bee Movie Game,X360,2007,Action,71,5.8,E
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,62,7.6,M
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,83,7.2,M
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,63,7.7,E
FaceBreaker,PS3,2008,Fighting,53,3.8,T
Star Wars: Battlefront II,PC,2005,Shooter,78,8.8,T
Gallop Racer 2001,PS2,2001,Sports,71,9.1,E
Hellboy: The Science of Evil,PS3,2008,Action,47,6.1,T
MotoGP 09/10,X360,2010,Racing,69,5.7,E
Catwoman,PS2,2004,Action,46,6.9,T
Monsters vs. Aliens,X360,2009,Action,63,6.6,E10+
Beat Down: Fists of Vengeance,PS2,2005,Action,48,8.1,M
World Destruction League: Thunder Tanks,PS,2000,Action,35,1.2,T
Terminator 3: The Redemption,PS2,2004,Shooter,68,8.0,T
Anarchy Reigns,X360,2012,Action,73,7.9,M
SSX On Tour,GC,2005,Sports,80,7.5,E
Bladestorm: Nightmare,PS4,2015,Action,58,6.5,T
Fairytale Fights,X360,2009,Action,51,6.2,M
LEGO Marvel Super Heroes,PC,2013,Action,78,8.1,E10+
James Bond 007: Everything or Nothing,GBA,2003,Shooter,73,8.3,T
Shrek Extra Large,GC,2002,Platform,36,5.6,T
World Tour Soccer 2006,PS2,2004,Sports,56,6.0,E
Gunvalkyrie,XB,2002,Shooter,73,7.3,T
State of Emergency,XB,2003,Action,67,6.3,M
Disney Golf,PS2,2002,Sports,72,8.3,E
Fuzion Frenzy 2,X360,2007,Misc,49,5.2,E10+
Demon Gaze,PSV,2013,Role-Playing,70,7.4,T
CSI: Fatal Conspiracy,X360,2010,Adventure,42,4.8,M
Mega Man Network Transmission,GC,2003,Platform,65,7.6,E
Fairytale Fights,PS3,2009,Action,53,6.0,M
RC Revenge Pro,PS2,2000,Racing,49,7.6,E
G-Force,X360,2009,Action,68,7.0,E10+
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,50,5.0,M
Gauntlet: Dark Legacy,XB,2002,Action,54,8.9,T
Time and Eternity,PS3,2012,Role-Playing,42,5.0,T
Lost Kingdoms,GC,2002,Role-Playing,72,8.0,T
Pursuit Force: Extreme Justice,PSP,2007,Action,73,7.6,T
The Cursed Crusade,PS3,2011,Action,45,5.0,M
Ridge Racer Unbounded,PS3,2012,Racing,72,6.0,T
Wolfenstein 3D,GBA,2002,Shooter,57,6.0,M
NHL 07,PSP,2006,Sports,76,6.6,E10+
Dementium: The Ward,DS,2007,Shooter,72,7.9,M
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,57,7.3,E10+
NASCAR '14,X360,2014,Racing,65,5.1,E
Green Lantern: Rise of the Manhunters,PS3,2011,Action,61,6.7,T
25 to Life,XB,2006,Shooter,41,7.2,M
Naval Assault: The Killing Tide,X360,2010,Simulation,40,4.2,T
Sega Superstars,PS2,2004,Misc,72,7.0,T
MLB 11: The Show,PSP,2011,Sports,77,6.0,E
Bomberman Land,Wii,2007,Misc,57,8.0,E
Midway Arcade Treasures,GC,2003,Misc,72,8.2,T
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,62,6.4,M
One Piece: Pirate Warriors 3,PSV,2015,Action,76,6.3,T
Cubivore: Survival of the Fittest,GC,2002,Adventure,71,8.5,E
7th Dragon III Code: VFD,3DS,2015,Role-Playing,77,8.2,T
FlatOut,XB,2004,Racing,71,8.2,T
Blood Bowl,X360,2009,Sports,61,5.1,T
Taz Wanted,PS2,2002,Platform,65,8.7,E
Far Cry: Primal,PC,2016,Action,74,4.8,M
Sid Meier's Civilization IV,PC,2005,Strategy,94,8.3,E10+
Zoo Keeper,DS,2004,Puzzle,74,7.5,E
Pursuit Force,PSP,2005,Racing,75,7.8,T
Star Wars: Super Bombad Racing,PS2,2001,Racing,71,4.9,E
Driver: San Francisco,Wii,2011,Racing,64,6.2,T
Alien Resurrection,PS,2000,Shooter,61,7.5,M
World Tour Soccer 2005,PS2,2004,Sports,68,9.0,E
ESPN College Hoops,PS2,2003,Sports,83,8.5,E
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,66,8.2,T
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,25,2.5,M
Robotech: Battlecry,GC,2002,Shooter,74,8.4,T
Clash of the Titans,X360,2010,Action,42,4.1,T
Kya: Dark Lineage,PS2,2003,Adventure,69,8.9,T
Mirror's Edge Catalyst,XOne,2016,Platform,72,4.4,T
Stronghold 3,PC,2011,Strategy,47,3.0,T
F1 2011,3DS,2011,Racing,59,6.8,E
Guilty Gear Judgment,PSP,2006,Fighting,77,6.6,T
NCAA Football 09 All-Play,Wii,2008,Sports,49,5.8,E
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,53,6.1,E10+
Hot Wheels World Race,GC,2003,Racing,59,7.0,E
Castlevania Judgment,Wii,2008,Fighting,49,5.9,T
Apache: Air Assault,X360,2010,Simulation,70,6.4,T
Aliens: Infestation,DS,2011,Action,76,8.2,T
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,72,6.8,E10+
Angry Birds Trilogy,PS3,2012,Action,66,3.7,E
Crash Tag Team Racing,GC,2005,Racing,66,7.3,E10+
El Shaddai: Ascension of the Metatron,X360,2011,Action,75,7.0,T
NPPL: Championship Paintball 2009,PS3,2008,Shooter,45,7.4,E10+
True Swing Golf,DS,2005,Sports,66,7.7,E
TimeSplitters: Future Perfect,XB,2005,Shooter,83,8.9,M
Goosebumps HorrorLand,Wii,2008,Adventure,37,3.5,E10+
Thrillville: Off the Rails,X360,2007,Strategy,73,2.8,E10+
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,81,9.2,M
Murdered: Soul Suspect,XOne,2014,Action,51,7.0,M
Shadow Man: 2econd Coming,PS2,2002,Adventure,68,7.6,M
Dynasty Warriors 4,XB,2003,Action,75,8.8,T
Warriors Orochi 3,X360,2011,Action,71,8.1,T
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,83,9.0,E
The Incredibles: Rise of the Underminer,GC,2005,Action,67,6.6,E10+
Beowulf: The Game,PS3,2007,Action,51,5.2,M
Dewy's Adventure,Wii,2007,Platform,67,6.3,E
The BIGS,PS3,2007,Sports,77,7.2,E
Fracture,PS3,2008,Shooter,62,5.8,T
NBA Live 08,Wii,2007,Sports,52,7.1,E
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,55,7.8,T
Marble Saga: Kororinpa,Wii,2009,Puzzle,74,7.3,E
The King of Fighters XII,PS3,2009,Fighting,57,5.3,T
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,74,8.1,T
Culdcept SAGA,X360,2006,Role-Playing,75,8.7,T
The Crew,PC,2014,Racing,71,6.4,T
Create,PS3,2010,Action,61,5.2,E
Eragon,DS,2006,Action,63,7.6,T
TimeShift,PS3,2007,Shooter,70,6.3,M
Spyro: Shadow Legacy,DS,2005,Action,50,5.7,E
The Sims 3: Seasons,PC,2012,Simulation,73,7.5,T
Scarface: Money. Power. Respect.,PSP,2006,Strategy,58,3.1,M
Angry Birds Star Wars,XOne,2013,Strategy,53,6.9,E
Blitz: The League,X360,2006,Sports,69,6.5,M
NBA 2K12,PC,2011,Sports,86,7.1,E
FlatOut 2,PS2,2006,Racing,73,7.5,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,64,7.8,T
Heroes over Europe,PS3,2009,Simulation,62,7.0,T
BioShock The Collection,XOne,2016,Shooter,84,8.3,M
F-Zero: GP Legend,GBA,2003,Racing,77,8.5,E
Klonoa,Wii,2008,Platform,77,8.6,E10+
Bulletstorm,PC,2011,Shooter,82,7.7,M
Putty Squad,PS4,2013,Platform,38,2.9,E10+
Field Commander,PSP,2006,Strategy,77,7.8,T
Custom Robo Arena,DS,2006,Fighting,74,8.3,E10+
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,67,7.8,T
Shaun White Skateboarding,X360,2010,Sports,61,5.3,T
Trigger Man,PS2,2004,Shooter,32,4.8,T
Wildstar,PC,2014,Role-Playing,82,7.4,T
Tiger Woods PGA Tour 2004,GC,2003,Sports,89,7.8,E
Amped 3,X360,2005,Sports,72,7.1,T
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,67,7.8,E
NHL 2005,XB,2004,Sports,77,6.2,E
Arcana Heart,PS2,2007,Fighting,77,8.1,T
Battlestar Galactica,PS2,2003,Shooter,66,6.8,T
Time Hollow,DS,2008,Adventure,64,7.8,T
Tak and the Guardians of Gross,Wii,2008,Action,63,8.0,E10+
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,68,6.8,T
Godzilla Unleashed,Wii,2007,Fighting,44,7.2,E10+
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,62,6.8,T
Sniper: Ghost Warrior,PC,2010,Shooter,55,5.5,M
Fist of the North Star: Ken's Rage,X360,2010,Action,59,7.3,M
Chaotic: Shadow Warriors,X360,2009,Action,60,5.0,E10+
Driven,PS2,2001,Racing,38,3.4,T
James Noir's Hollywood Crimes,3DS,2011,Adventure,60,6.6,T
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,64,8.3,M
All-Pro Football 2K8,PS3,2007,Sports,73,7.3,E10+
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,80,8.0,E10+
MTV Music Generator 2,PS2,2001,Misc,77,8.5,T
Mugen Souls,PS3,2012,Role-Playing,55,7.3,T
Ultimate Spider-Man,DS,2005,Action,78,7.7,E10+
Burnout 2: Point of Impact,GC,2003,Racing,89,8.5,E
Paris-Dakar Rally,PS2,2001,Racing,36,3.9,E
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,74,7.7,T
F.E.A.R. 3,PC,2011,Shooter,74,5.9,M
Tak: The Great Juju Challenge,GC,2005,Platform,75,9.3,E
Fantasia: Music Evolved,XOne,2014,Misc,77,7.5,E10+
Knockout Kings 2003,GC,2002,Sports,78,6.5,T
Bomberman,PSP,2006,Puzzle,73,7.0,E
NCAA Football 2004,GC,2003,Sports,89,7.5,E
XGIII: Extreme G Racing,GC,2001,Racing,83,7.8,E
Digimon World 4,PS2,2005,Role-Playing,48,6.9,E
Stormrise,X360,2009,Strategy,48,6.8,M
The Godfather: Blackhand Edition,Wii,2007,Adventure,77,8.5,M
Naruto: Powerful Shippuden,3DS,2012,Platform,71,5.4,E10+
American Chopper,XB,2004,Racing,44,5.9,T
The Adventures of Tintin: The Game,3DS,2011,Action,56,5.7,E10+
Dynasty Warriors 8,X360,2013,Action,65,7.5,T
Kingdom Under Fire: Heroes,XB,2005,Strategy,78,7.5,M
The Terminator: Dawn of Fate,XB,2002,Action,53,5.2,T
Infected,PSP,2005,Shooter,74,8.3,M
Birds of Steel,X360,2012,Simulation,77,8.9,T
Cars: Race-O-Rama,X360,2009,Racing,54,5.8,E
NBA Street Homecourt,PS3,2007,Sports,81,6.5,E
Darksiders II,PC,2012,Action,81,7.8,M
Enthusia Professional Racing,PS2,2005,Racing,70,7.6,E
DiRT 3,PC,2011,Racing,86,6.9,T
Get On Da Mic,PS2,2004,Misc,49,6.3,T
Darksiders II,WiiU,2012,Action,85,8.2,M
Army Men: Sarge's War,GC,2004,Shooter,56,6.7,T
Project Sylpheed: Arc of Deception,X360,2006,Shooter,64,8.6,T
NHL 2K10,PS3,2009,Sports,66,7.1,E10+
MLB Power Pros 2008,PS2,2008,Sports,67,8.5,E
WordJong,DS,2007,Puzzle,77,7.7,E
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,65,8.7,T
Puzzle Quest: Galactrix,DS,2009,Puzzle,75,6.7,E10+
de Blob 2,X360,2011,Platform,77,7.5,E10+
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,30,6.9,E
Samurai Warriors: Katana,Wii,2007,Action,53,6.8,T
NBA 09: The Inside,PS3,2008,Sports,63,5.1,E
Kingdom of Paradise,PSP,2005,Role-Playing,72,7.5,T
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,60,6.2,T
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,55,6.3,E10+
Bleach: Dark Souls,DS,2007,Fighting,82,7.9,T
Prince of Persia: The Sands of Time,GBA,2003,Action,75,8.8,T
Prince of Persia: The Forgotten Sands,DS,2010,Action,57,6.3,E10+
World Series Baseball 2K3,XB,2003,Sports,89,8.6,E
Serious Sam,XB,2002,Shooter,75,8.2,M
Bomberman,DS,2005,Puzzle,75,7.0,E
Killer7,GC,2005,Action,74,8.5,M
Super Monkey Ball Adventure,GC,2006,Platform,51,7.2,E
FIFA Soccer 2002,PS,2001,Sports,81,6.4,E
Street Fighter Anniversary Collection,XB,2004,Fighting,79,6.4,T
Shadow Ops: Red Mercury,XB,2004,Shooter,61,6.1,T
Indigo Prophecy,PS2,2005,Adventure,83,7.8,M
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,62,6.0,E
Musashi: Samurai Legend,PS2,2005,Role-Playing,64,8.9,T
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,78,8.0,T
F1 2001,PS2,2001,Racing,83,8.3,E
Darksiders,PC,2010,Action,83,7.8,M
Top Gun: Combat Zones,GC,2002,Simulation,59,7.1,E
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,47,6.2,T
All-Star Baseball 2003,GC,2002,Sports,83,8.0,E
Rocky,XB,2002,Fighting,74,7.3,T
Megamind: Ultimate Showdown,PS3,2010,Action,43,4.2,E10+
Space Invaders Extreme,DS,2008,Shooter,85,7.6,E
Thor: God of Thunder,Wii,2011,Action,56,8.0,T
BloodRayne 2,XB,2004,Shooter,71,8.5,M
Jaws Unleashed,XB,2006,Action,51,6.2,M
Star Trek: Voyager Elite Force,PS2,2001,Shooter,52,6.4,T
X-Men: The Official Game,GC,2006,Action,50,6.3,T
187: Ride or Die,PS2,2005,Racing,52,6.8,M
Battleborn,XOne,2016,Shooter,71,7.2,T
Geist,GC,2005,Adventure,66,8.5,M
The King of Fighters XIV,PS4,2016,Fighting,79,8.7,T
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,60,7.0,T
Street Fighter Alpha 3,GBA,2002,Fighting,83,7.8,T
Ridge Racer DS,DS,2004,Racing,63,6.7,E
High Velocity Bowling,PS3,2010,Sports,66,8.1,E10+
LEGO Harry Potter Collection,PS4,2016,Action,73,8.1,E10+
Brain Boost: Beta Wave,DS,2005,Puzzle,39,2.5,E
Shenmue II,DC,2001,Adventure,88,9.4,T
Armored Core: For Answer,X360,2008,Simulation,64,7.7,T
Fugitive Hunter: War on Terror,PS2,2003,Shooter,35,5.0,M
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,84,9.1,T
Prince of Persia: The Two Thrones,GC,2005,Action,84,8.1,M
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,70,7.2,T
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,90,7.8,T
Batman Begins,GC,2005,Action,66,7.2,T
Toy Story Racer,PS,2001,Racing,76,8.7,E
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,65,7.0,E
Ys: The Oath in Felghana,PSP,2010,Role-Playing,80,8.3,T
Crash: Twinsanity,XB,2004,Platform,66,8.7,E
Arena Football,XB,2006,Sports,65,8.5,E10+
Medal of Honor: Infiltrator,GBA,2003,Shooter,80,7.2,T
Lego Star Wars: The Force Awakens,WiiU,2016,Action,74,8.0,E10+
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,68,6.0,E
Super Monkey Ball Deluxe,XB,2005,Misc,81,8.2,E
The Cursed Crusade,X360,2011,Action,39,4.4,M
Earth Defense Force 2025,X360,2013,Shooter,68,8.1,M
NHL 2K10,X360,2009,Sports,69,7.9,E10+
Tom Clancy's Ghost Recon,GC,2003,Shooter,59,5.4,M
Pac-Man Party 3D,3DS,2011,Misc,43,5.4,E
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,74,7.9,T
WWE '13,Wii,2012,Action,74,6.0,T
Mad Dash Racing,XB,2001,Racing,65,7.7,T
Rayman Origins,3DS,2012,Platform,71,6.3,E10+
Summon Night 5,PSP,2013,Role-Playing,74,8.3,T
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,66,7.2,T
BMX XXX,PS2,2002,Sports,54,4.6,M
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,83,9.6,E
Guilty Gear X2 #Reload,XB,2004,Fighting,86,7.6,T
ReCore,XOne,2016,Action,63,6.6,T
Soldier of Fortune: Payback,PS3,2007,Shooter,50,5.4,M
F1 2012,PC,2012,Racing,80,6.9,E
MLB SlugFest 20-03,GC,2002,Sports,80,7.5,E
Tiger Woods PGA Tour,DS,2004,Sports,64,7.4,E
Grabbed by the Ghoulies,XB,2003,Action,66,7.3,E
Cars: Mater-National Championship,X360,2007,Racing,58,7.8,E
Shadow Hearts: From The New World,PS2,2005,Role-Playing,76,8.2,T
Rayman Raving Rabbids,DS,2007,Misc,56,6.1,E
Terraria,PC,2011,Action,83,8.5,T
L.A. Rush,XB,2005,Racing,59,3.0,T
Record of Agarest War 2,PS3,2010,Role-Playing,56,7.2,T
Skylanders Giants,3DS,2012,Action,59,5.0,E10+
Spider-Man: Friend or Foe,Wii,2007,Action,59,8.0,E10+
Fatal Frame,PS2,2001,Action,74,8.9,T
Rayman 3,GBA,2003,Platform,83,7.8,E
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,80,7.7,T
Wild ARMs 4,PS2,2005,Role-Playing,69,7.3,T
Ratatouille,GC,2007,Action,60,5.6,E
G.I. Joe: The Rise of Cobra,PS2,2009,Action,50,2.3,T
Casper: Spirit Dimensions,PS2,2001,Platform,58,3.5,E
Geometry Wars: Galaxies,DS,2007,Shooter,79,7.9,E
